 ID,Link,Text,Domain,SnapShot,Tags
"","http://library.ust.hk/special/","Special Collections","library.ust.hk","library.ust.hk^special^.jpg"
"","http://catalog.ust.hk/stream/","Streaming Videos","catalog.ust.hk","catalog.ust.hk^stream^.jpg"
"","http://library.ust.hk/archives/","University Archives","library.ust.hk","library.ust.hk^archives^.jpg"
"","http://library.ust.hk/serv/faculty.html","For Faculty & Staff","library.ust.hk","library.ust.hk^serv^faculty.html.jpg"
"","http://library.ust.hk/serv/pg.html","For Postgraduates","library.ust.hk","library.ust.hk^serv^pg.html.jpg"
"","http://library.ust.hk/serv/ug.html","For Undergraduates","library.ust.hk","library.ust.hk^serv^ug.html.jpg"
"","http://library.ust.hk/serv/alumni.html","For Alumni","library.ust.hk","library.ust.hk^serv^alumni.html.jpg"
"","http://library.ust.hk/serv/visitors.html","For Visitors and Others","library.ust.hk","library.ust.hk^serv^visitors.html.jpg"
"","http://library.ust.hk/serv/service-a-z.html","Services A-Z","library.ust.hk","library.ust.hk^serv^service-a-z.html.jpg"
"","http://library.ust.hk/info/about.html","About Us","library.ust.hk","library.ust.hk^info^about.html.jpg"
"","http://library.ust.hk/info/events.html","News Blog","library.ust.hk","library.ust.hk^info^events.html.jpg"
"","http://www.ust.hk/eng/about/publications.htm","HKUST Publications","www.ust.hk","www.ust.hk^eng^about^publications.htm.jpg"
"","http://library.ust.hk/faq/","How Do I..","library.ust.hk","library.ust.hk^faq^.jpg"
"","http://library.ust.hk/faq/borrow.html","Â» Borrow and Return","library.ust.hk","library.ust.hk^faq^borrow.html.jpg"
"","http://library.ust.hk/faq/eresource.html","Â» Computer Access","library.ust.hk","library.ust.hk^faq^eresource.html.jpg"
"","http://library.ust.hk/faq/reserve.html","Â» Course Reserve","library.ust.hk","library.ust.hk^faq^reserve.html.jpg"
"","http://library.ust.hk/faq/facilities.html","Â» Facilities","library.ust.hk","library.ust.hk^faq^facilities.html.jpg"
"","http://library.ust.hk/faq/ic.html","Â» Information Commons","library.ust.hk","library.ust.hk^faq^ic.html.jpg"
"","http://library.ust.hk/faq/find.html","Â» Library Collections","library.ust.hk","library.ust.hk^faq^find.html.jpg"
"","http://library.ust.hk/faq/theses.html","Â» Theses","library.ust.hk","library.ust.hk^faq^theses.html.jpg"
"","http://library.ust.hk/faq/access.html","Â» Visit the Library","library.ust.hk","library.ust.hk^faq^access.html.jpg"
"","https://ustlnx37.ust.hk/itsc/ResNet/cas-frontpage.html","ResNet Registration Program","ustlnx37.ust.hk","https^^^ustlnx37.ust.hk^itsc^ResNet^cas-frontpage..jpg"
"","http://www.ust.hk/itsc/ResNet/announcements.html","Announcements","www.ust.hk","www.ust.hk^itsc^ResNet^announcements.html.jpg"
"","http://www.ust.hk/itsc/ResNet/resnet_incident.html","Recent ResNet Incidents","www.ust.hk","www.ust.hk^itsc^ResNet^resnet_incident.html.jpg"
"","http://www.jijis.org.hk/jijis/","Joint Institution Job Information System (JIJIS)","www.jijis.org.hk","www.jijis.org.hk^jijis^.jpg"
"","https://career.ust.hk/cgi-bin/web/cctr.php","Career Center","career.ust.hk","https^^^career.ust.hk^cgi-bin^web^cctr.php.jpg"
"","https://w5.ab.ust.hk/cgi-bin/std_cgi.sh/WService=broker_lk_p/prg/lk_stdt_main.r","Apply for Storage Locker","w5.ab.ust.hk","https^^^w5.ab.ust.hk^cgi-bin^std_cgi.sh^WService=b.jpg"
"","https://w6.ab.ust.hk/fbs","Sports Facilities Booking","w6.ab.ust.hk","https^^^w6.ab.ust.hk^fbs.jpg"
